StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q27_Browser,Q27_Version,Q27_Operating System,Q27_Resolution,Q1,Q1_DO,Q9,Q9_DO,Q2,Q2_DO,Q10,Q10_DO,Q11,Q11_DO,Q12,Q12_DO,Q13,Q13_DO,Q14,Q14_DO,Q15,Q15_DO,Q16,Q16_DO,SurveyWave,Version,FL_3_DO,DefaultQuestionBlock_DO
2025-08-16 19:26:42,2025-08-16 19:29:00,IP Address,98.115.92.165,100,138,True,2025-08-16 19:29:01,R_5dfNwreUL5UY0co,,,,,39.9828,-75.8239,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1440x900,"    Contact Center","    Provider|    Client|    Pharmacy|    Contact Center",PCS,"    TruCare|PCS|    SIE Member Web|    ImageOne","    Mixed status","    All Healthy|    Mostly Degraded|    Offline|    Mixed status","    Help Desk / Support","    HR|    Help Desk / Support|    Finance|    Marketing","    MHK Slowness (USG)","    PCS Web Alert|    Firewall issue (USC)|    MHK Slowness (USG)|    Eligibility Socket Error","    Fluctuating warnings","    Fully recovered|    Increasing degradation|    Stable with no warnings|    Fluctuating warnings","    Eligibility Firewall Timeout","    MHK Performance Lag|    Eligibility Firewall Timeout|    PCS Synthetic Coverage|TruCare Authorization issue","    Active Managed Incidents","    Troubleshooting line assignments|    Access to Care Alerts|    Active Managed Incidents|    System grid color","    PCS Web Failure","    MHK Outage|    Eligibility Failure|    Firewall Degradation|    PCS Web Failure","    Firewall reboot","    Firewall reboot|    PCS Synthetic HTML error|    ImageOne socket exceptions|TruCare Authorization issue",2,ImprovedChartjunk,FL_25,Q13|Q16|Q10|Q1|Q27|Q2|Q9|Q15|Q12|Q11|Q14
2025-08-16 19:28:37,2025-08-16 19:30:58,IP Address,64.190.19.122,100,141,True,2025-08-16 19:30:59,R_3D6pIkwoNjMRB7x,,,,,43.6138,-116.3972,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,600x1280,"    Pharmacy","    Client|    Pharmacy|    Contact Center|    Provider",PCS,"    TruCare|PCS|    SIE Member Web|    ImageOne","    Mixed status","    Offline|    Mostly Degraded|    Mixed status|    All Healthy","    Help Desk / Support","    Finance|    HR|    Help Desk / Support|    Marketing","    PCS Web Alert","    PCS Web Alert|    Eligibility Socket Error|    MHK Slowness (USG)|    Firewall issue (USC)","    Fully recovered","    Increasing degradation|    Stable with no warnings|    Fully recovered|    Fluctuating warnings","    Eligibility Firewall Timeout","    MHK Performance Lag|    Eligibility Firewall Timeout|TruCare Authorization issue|    PCS Synthetic Coverage","    Troubleshooting line assignments","    Active Managed Incidents|    System grid color|    Troubleshooting line assignments|    Access to Care Alerts","    Firewall Degradation","    MHK Outage|    Firewall Degradation|    PCS Web Failure|    Eligibility Failure","    ImageOne socket exceptions",TruCare Authorization issue|    ImageOne socket exceptions|    Firewall reboot|    PCS Synthetic HTML error,2,ImprovedBoth,FL_26,Q13|Q2|Q12|Q11|Q15|Q14|Q9|Q16|Q10|Q27|Q1
2025-08-16 19:48:12,2025-08-16 19:56:32,IP Address,76.198.184.66,100,500,True,2025-08-16 19:56:33,R_6094qRPPva6mhU2,,,,,34.1626,-118.1273,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1680x1050,"    Pharmacy","    Pharmacy|    Provider|    Contact Center|    Client","    TruCare","    SIE Member Web|    ImageOne|PCS|    TruCare","    All Healthy","    Mostly Degraded|    All Healthy|    Mixed status|    Offline","    HR","    Marketing|    HR|    Help Desk / Support|    Finance","    Firewall issue (USC)","    MHK Slowness (USG)|    Firewall issue (USC)|    Eligibility Socket Error|    PCS Web Alert","    Stable with no warnings","    Fully recovered|    Stable with no warnings|    Increasing degradation|    Fluctuating warnings",TruCare Authorization issue,"    MHK Performance Lag|TruCare Authorization issue|    Eligibility Firewall Timeout|    PCS Synthetic Coverage","    System grid color","    System grid color|    Troubleshooting line assignments|    Active Managed Incidents|    Access to Care Alerts","    MHK Outage","    Firewall Degradation|    PCS Web Failure|    Eligibility Failure|    MHK Outage","    Firewall reboot","    Firewall reboot|TruCare Authorization issue|    ImageOne socket exceptions|    PCS Synthetic HTML error",2,ImprovedHierarchy,FL_22,Q14|Q10|Q1|Q15|Q13|Q16|Q2|Q27|Q12|Q11|Q9
2025-08-16 19:58:14,2025-08-16 20:00:11,IP Address,172.56.148.40,100,116,True,2025-08-16 20:00:11,R_7Kp7xz6nIbVCIxL,,,,,43.578,-116.2954,anonymous,EN,Chrome,139.0.0.0,Linux x86_64,1503x845,"    Contact Center","    Client|    Pharmacy|    Contact Center|    Provider",PCS,PCS|    SIE Member Web|    TruCare|    ImageOne,"    Mixed status","    Offline|    Mixed status|    All Healthy|    Mostly Degraded","    Help Desk / Support","    Marketing|    HR|    Help Desk / Support|    Finance","    Eligibility Socket Error","    Firewall issue (USC)|    PCS Web Alert|    Eligibility Socket Error|    MHK Slowness (USG)","    Fluctuating warnings","    Fluctuating warnings|    Stable with no warnings|    Fully recovered|    Increasing degradation","    PCS Synthetic Coverage","    MHK Performance Lag|    PCS Synthetic Coverage|    Eligibility Firewall Timeout|TruCare Authorization issue","    Access to Care Alerts","    System grid color|    Access to Care Alerts|    Troubleshooting line assignments|    Active Managed Incidents","    PCS Web Failure","    Firewall Degradation|    MHK Outage|    PCS Web Failure|    Eligibility Failure","    ImageOne socket exceptions","    ImageOne socket exceptions|    PCS Synthetic HTML error|    Firewall reboot|TruCare Authorization issue",2,ImprovedChartjunk,FL_25,Q11|Q10|Q27|Q2|Q16|Q1|Q9|Q14|Q12|Q15|Q13
2025-08-17 02:47:39,2025-08-17 03:03:09,IP Address,178.173.245.31,100,930,True,2025-08-17 03:03:10,R_3ft7My2XArTjuxz,,,,,32.7908,-96.8336,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,784x1530,"    Contact Center","    Pharmacy|    Contact Center|    Provider|    Client","    TruCare",PCS|    SIE Member Web|    ImageOne|    TruCare,"    All Healthy","    Offline|    All Healthy|    Mixed status|    Mostly Degraded","    Help Desk / Support","    HR|    Help Desk / Support|    Finance|    Marketing","    Eligibility Socket Error","    PCS Web Alert|    MHK Slowness (USG)|    Eligibility Socket Error|    Firewall issue (USC)","    Fluctuating warnings","    Fluctuating warnings|    Fully recovered|    Increasing degradation|    Stable with no warnings",TruCare Authorization issue,"    PCS Synthetic Coverage|    Eligibility Firewall Timeout|TruCare Authorization issue|    MHK Performance Lag","    Active Managed Incidents","    Active Managed Incidents|    Access to Care Alerts|    System grid color|    Troubleshooting line assignments","    Firewall Degradation","    Firewall Degradation|    PCS Web Failure|    MHK Outage|    Eligibility Failure",TruCare Authorization issue,TruCare Authorization issue|    Firewall reboot|    ImageOne socket exceptions|    PCS Synthetic HTML error,2,ImprovedBoth,FL_26,Q12|Q15|Q27|Q1|Q11|Q16|Q13|Q10|Q14|Q2|Q9
2025-08-17 03:03:22,2025-08-17 03:05:23,IP Address,178.173.245.31,100,120,True,2025-08-17 03:05:23,R_3aJfkqeKYGwEas5,,,,,32.7908,-96.8336,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,784x1530,"    Contact Center","    Pharmacy|    Client|    Provider|    Contact Center","    SIE Member Web","    TruCare|    ImageOne|    SIE Member Web|PCS","    All Healthy","    All Healthy|    Offline|    Mixed status|    Mostly Degraded","    Help Desk / Support","    Marketing|    Help Desk / Support|    HR|    Finance","    Eligibility Socket Error","    Eligibility Socket Error|    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert","    Fluctuating warnings","    Increasing degradation|    Fluctuating warnings|    Stable with no warnings|    Fully recovered",TruCare Authorization issue,"    Eligibility Firewall Timeout|    MHK Performance Lag|    PCS Synthetic Coverage|TruCare Authorization issue","    Active Managed Incidents","    Active Managed Incidents|    Access to Care Alerts|    System grid color|    Troubleshooting line assignments","    Firewall Degradation","    PCS Web Failure|    Eligibility Failure|    MHK Outage|    Firewall Degradation",TruCare Authorization issue,"    PCS Synthetic HTML error|TruCare Authorization issue|    ImageOne socket exceptions|    Firewall reboot",2,StatusQuo,FL_21,Q12|Q9|Q15|Q11|Q10|Q2|Q14|Q1|Q27|Q16|Q13
2025-08-17 04:16:35,2025-08-17 04:18:58,IP Address,205.220.212.150,100,143,True,2025-08-17 04:18:59,R_7uy4h6jSCrxiqde,,,,,44.0915,-121.4073,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,"    Client","    Contact Center|    Client|    Pharmacy|    Provider","    SIE Member Web","    SIE Member Web|PCS|    ImageOne|    TruCare","    Offline","    Offline|    Mixed status|    Mostly Degraded|    All Healthy","    HR","    HR|    Marketing|    Help Desk / Support|    Finance","    Firewall issue (USC)","    Eligibility Socket Error|    PCS Web Alert|    MHK Slowness (USG)|    Firewall issue (USC)","    Stable with no warnings","    Stable with no warnings|    Fully recovered|    Fluctuating warnings|    Increasing degradation",TruCare Authorization issue,TruCare Authorization issue|    Eligibility Firewall Timeout|    MHK Performance Lag|    PCS Synthetic Coverage,"    Troubleshooting line assignments","    Troubleshooting line assignments|    System grid color|    Active Managed Incidents|    Access to Care Alerts","    Firewall Degradation","    Firewall Degradation|    Eligibility Failure|    PCS Web Failure|    MHK Outage",TruCare Authorization issue,TruCare Authorization issue|    PCS Synthetic HTML error|    Firewall reboot|    ImageOne socket exceptions,2,ImprovedBoth,FL_26,Q11|Q12|Q10|Q2|Q27|Q9|Q13|Q15|Q1|Q14|Q16
2025-08-17 10:22:43,2025-08-17 10:27:21,IP Address,174.192.7.151,100,278,True,2025-08-17 10:27:22,R_1XawKqCE0sIqlIB,,,,,41.7001,-71.6828,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1280x720,"    Provider","    Contact Center|    Pharmacy|    Provider|    Client","    TruCare",PCS|    TruCare|    ImageOne|    SIE Member Web,"    Mostly Degraded","    Mostly Degraded|    All Healthy|    Mixed status|    Offline","    Help Desk / Support","    Finance|    Help Desk / Support|    Marketing|    HR","    Firewall issue (USC)","    Firewall issue (USC)|    PCS Web Alert|    Eligibility Socket Error|    MHK Slowness (USG)","    Increasing degradation","    Fluctuating warnings|    Fully recovered|    Stable with no warnings|    Increasing degradation",TruCare Authorization issue,TruCare Authorization issue|    Eligibility Firewall Timeout|    PCS Synthetic Coverage|    MHK Performance Lag,"    Access to Care Alerts","    System grid color|    Active Managed Incidents|    Access to Care Alerts|    Troubleshooting line assignments","    PCS Web Failure","    PCS Web Failure|    Eligibility Failure|    MHK Outage|    Firewall Degradation","    Firewall reboot","    Firewall reboot|    ImageOne socket exceptions|    PCS Synthetic HTML error|TruCare Authorization issue",2,StatusQuo,FL_21,Q27|Q2|Q13|Q1|Q9|Q16|Q15|Q12|Q11|Q10|Q14
2025-08-17 10:49:59,2025-08-17 10:51:31,IP Address,75.36.83.183,100,91,True,2025-08-17 10:51:31,R_1vcZefAAnbvPECj,,,,,33.8782,-117.9567,anonymous,EN,Firefox,141.0,Windows NT 10.0,1536x864,"    Contact Center","    Pharmacy|    Contact Center|    Client|    Provider","    ImageOne","    ImageOne|PCS|    SIE Member Web|    TruCare","    Mostly Degraded","    Mixed status|    Offline|    Mostly Degraded|    All Healthy","    Finance","    HR|    Help Desk / Support|    Finance|    Marketing","    MHK Slowness (USG)","    Eligibility Socket Error|    MHK Slowness (USG)|    PCS Web Alert|    Firewall issue (USC)","    Fluctuating warnings","    Fully recovered|    Fluctuating warnings|    Stable with no warnings|    Increasing degradation","    PCS Synthetic Coverage","    Eligibility Firewall Timeout|    PCS Synthetic Coverage|TruCare Authorization issue|    MHK Performance Lag","    Active Managed Incidents","    Troubleshooting line assignments|    System grid color|    Active Managed Incidents|    Access to Care Alerts","    Eligibility Failure","    Firewall Degradation|    PCS Web Failure|    Eligibility Failure|    MHK Outage","    ImageOne socket exceptions",TruCare Authorization issue|    Firewall reboot|    ImageOne socket exceptions|    PCS Synthetic HTML error,2,ImprovedHierarchy,FL_22,Q12|Q10|Q11|Q16|Q1|Q15|Q2|Q27|Q14|Q13|Q9
2025-08-17 12:52:11,2025-08-17 12:54:55,IP Address,205.220.212.251,100,163,True,2025-08-17 12:54:56,R_7indqwU0h35tgXU,,,,,44.0185,-121.2984,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1536x864,"    Provider","    Pharmacy|    Provider|    Client|    Contact Center",PCS,"    SIE Member Web|    ImageOne|PCS|    TruCare","    All Healthy","    Offline|    Mostly Degraded|    All Healthy|    Mixed status","    Help Desk / Support","    Finance|    Help Desk / Support|    HR|    Marketing","    PCS Web Alert","    Eligibility Socket Error|    MHK Slowness (USG)|    PCS Web Alert|    Firewall issue (USC)","    Fully recovered","    Fully recovered|    Increasing degradation|    Stable with no warnings|    Fluctuating warnings","    Eligibility Firewall Timeout","    PCS Synthetic Coverage|    Eligibility Firewall Timeout|TruCare Authorization issue|    MHK Performance Lag","    Active Managed Incidents","    System grid color|    Active Managed Incidents|    Access to Care Alerts|    Troubleshooting line assignments","    Firewall Degradation","    PCS Web Failure|    Firewall Degradation|    Eligibility Failure|    MHK Outage","    PCS Synthetic HTML error",TruCare Authorization issue|    PCS Synthetic HTML error|    Firewall reboot|    ImageOne socket exceptions,2,ImprovedBoth,FL_26,Q12|Q13|Q9|Q11|Q2|Q27|Q10|Q14|Q16|Q15|Q1
2025-08-17 14:51:57,2025-08-17 14:53:34,IP Address,136.226.49.73,100,97,True,2025-08-17 14:53:35,R_6I40oZltTk91aYH,,,,,38.9609,-77.3429,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1280x551,"    Client","    Client|    Provider|    Pharmacy|    Contact Center","    SIE Member Web","    TruCare|    SIE Member Web|    ImageOne|PCS","    Mixed status","    All Healthy|    Offline|    Mostly Degraded|    Mixed status","    Help Desk / Support","    Finance|    Marketing|    Help Desk / Support|    HR","    PCS Web Alert","    MHK Slowness (USG)|    PCS Web Alert|    Firewall issue (USC)|    Eligibility Socket Error","    Increasing degradation","    Stable with no warnings|    Fluctuating warnings|    Fully recovered|    Increasing degradation","    Eligibility Firewall Timeout",TruCare Authorization issue|    PCS Synthetic Coverage|    Eligibility Firewall Timeout|    MHK Performance Lag,"    Active Managed Incidents","    Troubleshooting line assignments|    Active Managed Incidents|    Access to Care Alerts|    System grid color","    MHK Outage","    Eligibility Failure|    Firewall Degradation|    MHK Outage|    PCS Web Failure","    PCS Synthetic HTML error","    ImageOne socket exceptions|    PCS Synthetic HTML error|TruCare Authorization issue|    Firewall reboot",2,StatusQuo,FL_21,Q14|Q1|Q15|Q2|Q9|Q10|Q16|Q11|Q12|Q13|Q27
2025-08-17 14:55:33,2025-08-17 14:57:10,IP Address,198.102.103.103,100,97,True,2025-08-17 14:57:11,R_63DTmjUH6Nq39x4,,,,,38.411,-122.7327,anonymous,EN,Chrome,133.0.0.0,Windows NT 10.0,1600x900,"    Client","    Pharmacy|    Provider|    Client|    Contact Center","    TruCare","    TruCare|PCS|    ImageOne|    SIE Member Web","    Mixed status","    Mixed status|    Mostly Degraded|    Offline|    All Healthy","    Help Desk / Support","    HR|    Finance|    Help Desk / Support|    Marketing","    PCS Web Alert","    PCS Web Alert|    Firewall issue (USC)|    Eligibility Socket Error|    MHK Slowness (USG)","    Stable with no warnings","    Increasing degradation|    Stable with no warnings|    Fully recovered|    Fluctuating warnings","    Eligibility Firewall Timeout","    PCS Synthetic Coverage|TruCare Authorization issue|    MHK Performance Lag|    Eligibility Firewall Timeout","    Access to Care Alerts","    Active Managed Incidents|    System grid color|    Troubleshooting line assignments|    Access to Care Alerts","    Firewall Degradation","    PCS Web Failure|    Firewall Degradation|    MHK Outage|    Eligibility Failure","    ImageOne socket exceptions","    PCS Synthetic HTML error|    Firewall reboot|    ImageOne socket exceptions|TruCare Authorization issue",2,ImprovedChartjunk,FL_25,Q1|Q2|Q14|Q27|Q9|Q12|Q16|Q15|Q10|Q13|Q11
2025-08-17 15:32:16,2025-08-17 15:33:41,IP Address,76.250.140.234,100,85,True,2025-08-17 15:33:42,R_1V3zoFl10AUfFwy,,,,,43.0742,-87.9149,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1536x864,"    Client","    Client|    Contact Center|    Provider|    Pharmacy","    ImageOne","    SIE Member Web|    ImageOne|PCS|    TruCare","    Offline","    Offline|    Mixed status|    All Healthy|    Mostly Degraded","    Finance","    Finance|    Marketing|    HR|    Help Desk / Support","    Firewall issue (USC)","    PCS Web Alert|    Firewall issue (USC)|    MHK Slowness (USG)|    Eligibility Socket Error","    Fully recovered","    Fully recovered|    Stable with no warnings|    Fluctuating warnings|    Increasing degradation","    Eligibility Firewall Timeout","    PCS Synthetic Coverage|    Eligibility Firewall Timeout|TruCare Authorization issue|    MHK Performance Lag","    Access to Care Alerts","    Troubleshooting line assignments|    Access to Care Alerts|    System grid color|    Active Managed Incidents","    MHK Outage","    PCS Web Failure|    MHK Outage|    Firewall Degradation|    Eligibility Failure","    ImageOne socket exceptions","    ImageOne socket exceptions|    PCS Synthetic HTML error|    Firewall reboot|TruCare Authorization issue",2,ImprovedHierarchy,FL_22,Q10|Q14|Q9|Q1|Q11|Q16|Q15|Q27|Q2|Q12|Q13
2025-08-17 15:58:09,2025-08-17 16:05:08,IP Address,99.189.188.142,100,419,True,2025-08-17 16:05:09,R_5NsTqeIlU0w7Uir,,,,,41.6068,-81.4985,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1366x768,"    Contact Center","    Client|    Contact Center|    Pharmacy|    Provider","    TruCare","    SIE Member Web|    TruCare|PCS|    ImageOne","    Mixed status","    All Healthy|    Mostly Degraded|    Mixed status|    Offline","    Help Desk / Support","    Finance|    Help Desk / Support|    Marketing|    HR","    MHK Slowness (USG)","    MHK Slowness (USG)|    Firewall issue (USC)|    Eligibility Socket Error|    PCS Web Alert","    Fully recovered","    Stable with no warnings|    Fluctuating warnings|    Fully recovered|    Increasing degradation","    MHK Performance Lag",TruCare Authorization issue|    Eligibility Firewall Timeout|    PCS Synthetic Coverage|    MHK Performance Lag,"    Active Managed Incidents","    Active Managed Incidents|    Troubleshooting line assignments|    System grid color|    Access to Care Alerts","    Eligibility Failure","    Eligibility Failure|    MHK Outage|    Firewall Degradation|    PCS Web Failure",TruCare Authorization issue,"    Firewall reboot|    PCS Synthetic HTML error|    ImageOne socket exceptions|TruCare Authorization issue",2,ImprovedHierarchy,FL_22,Q11|Q16|Q9|Q15|Q27|Q2|Q13|Q1|Q12|Q14|Q10
2025-08-10 16:21:39,2025-08-10 16:23:17,IP Address,97.154.137.61,39,98,False,2025-08-17 16:23:18,R_7NJ3NTPlmsUh452,,,,,32.9103,-96.7283,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,2,StatusQuo,FL_21,Q16|Q27|Q14|Q15|Q2|Q11|Q1|Q10|Q13|Q12|Q9
2025-08-17 16:29:46,2025-08-17 16:32:30,IP Address,97.220.45.216,100,163,True,2025-08-17 16:32:30,R_6eP5EDh72eyCxyX,,,,,28.3089,-81.3708,anonymous,EN,Chrome,134.0.0.0,Windows NT 10.0,1920x1200,"    Provider","    Provider|    Pharmacy|    Contact Center|    Client","    TruCare","    TruCare|    ImageOne|    SIE Member Web|PCS","    Mostly Degraded","    Mostly Degraded|    Mixed status|    Offline|    All Healthy","    Help Desk / Support","    HR|    Marketing|    Finance|    Help Desk / Support","    MHK Slowness (USG)","    MHK Slowness (USG)|    Eligibility Socket Error|    PCS Web Alert|    Firewall issue (USC)","    Increasing degradation","    Stable with no warnings|    Fully recovered|    Fluctuating warnings|    Increasing degradation","    Eligibility Firewall Timeout","    Eligibility Firewall Timeout|    PCS Synthetic Coverage|    MHK Performance Lag|TruCare Authorization issue","    Active Managed Incidents","    Active Managed Incidents|    Access to Care Alerts|    Troubleshooting line assignments|    System grid color","    Firewall Degradation","    Firewall Degradation|    Eligibility Failure|    PCS Web Failure|    MHK Outage","    Firewall reboot","    Firewall reboot|    ImageOne socket exceptions|    PCS Synthetic HTML error|TruCare Authorization issue",2,ImprovedBoth,FL_26,Q12|Q11|Q1|Q13|Q16|Q9|Q15|Q14|Q2|Q27|Q10
2025-08-17 17:56:28,2025-08-17 17:58:59,IP Address,76.111.32.169,100,151,True,2025-08-17 17:59:00,R_3qkK4MgXTxuktjw,,,,,33.8231,-84.3258,anonymous,EN,Safari,26.0,Macintosh,1440x900,"    Provider","    Provider|    Contact Center|    Client|    Pharmacy",PCS,PCS|    SIE Member Web|    TruCare|    ImageOne,"    Mixed status","    Mostly Degraded|    Mixed status|    Offline|    All Healthy","    Marketing","    Finance|    Marketing|    HR|    Help Desk / Support","    MHK Slowness (USG)","    PCS Web Alert|    MHK Slowness (USG)|    Firewall issue (USC)|    Eligibility Socket Error","    Stable with no warnings","    Increasing degradation|    Stable with no warnings|    Fully recovered|    Fluctuating warnings",TruCare Authorization issue,"    MHK Performance Lag|    PCS Synthetic Coverage|TruCare Authorization issue|    Eligibility Firewall Timeout","    System grid color","    Troubleshooting line assignments|    Access to Care Alerts|    Active Managed Incidents|    System grid color","    PCS Web Failure","    Eligibility Failure|    MHK Outage|    Firewall Degradation|    PCS Web Failure",TruCare Authorization issue,"    Firewall reboot|    PCS Synthetic HTML error|TruCare Authorization issue|    ImageOne socket exceptions",2,StatusQuo,FL_21,Q2|Q27|Q12|Q11|Q1|Q10|Q9|Q13|Q14|Q16|Q15
2025-08-17 18:59:05,2025-08-17 19:06:37,IP Address,99.85.52.134,100,452,True,2025-08-17 19:06:37,R_1aGzEErNwXEQ3v3,,,,,33.8681,-118.1831,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1280x720,"    Provider","    Pharmacy|    Contact Center|    Provider|    Client","    TruCare",PCS|    SIE Member Web|    TruCare|    ImageOne,"    Mixed status","    Mostly Degraded|    Offline|    All Healthy|    Mixed status","    Help Desk / Support","    Finance|    Marketing|    HR|    Help Desk / Support","    Firewall issue (USC)","    Eligibility Socket Error|    MHK Slowness (USG)|    Firewall issue (USC)|    PCS Web Alert","    Fluctuating warnings","    Fully recovered|    Increasing degradation|    Fluctuating warnings|    Stable with no warnings","    Eligibility Firewall Timeout","    PCS Synthetic Coverage|    MHK Performance Lag|TruCare Authorization issue|    Eligibility Firewall Timeout","    System grid color","    System grid color|    Access to Care Alerts|    Active Managed Incidents|    Troubleshooting line assignments","    PCS Web Failure","    Eligibility Failure|    Firewall Degradation|    PCS Web Failure|    MHK Outage",TruCare Authorization issue,TruCare Authorization issue|    Firewall reboot|    PCS Synthetic HTML error|    ImageOne socket exceptions,2,ImprovedBoth,FL_26,Q14|Q13|Q27|Q12|Q2|Q9|Q11|Q10|Q15|Q1|Q16
2025-08-17 19:04:43,2025-08-17 19:07:19,IP Address,144.229.25.61,100,155,True,2025-08-17 19:07:19,R_3rOt42obAld5AZA,,,,,39.7503,-75.5453,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1536x864,"    Provider","    Client|    Contact Center|    Pharmacy|    Provider","    SIE Member Web",PCS|    SIE Member Web|    ImageOne|    TruCare,"    Mostly Degraded","    Mostly Degraded|    All Healthy|    Offline|    Mixed status","    Help Desk / Support","    HR|    Help Desk / Support|    Marketing|    Finance","    Firewall issue (USC)","    MHK Slowness (USG)|    Firewall issue (USC)|    PCS Web Alert|    Eligibility Socket Error","    Fully recovered","    Stable with no warnings|    Fully recovered|    Fluctuating warnings|    Increasing degradation","    Eligibility Firewall Timeout","    MHK Performance Lag|    Eligibility Firewall Timeout|    PCS Synthetic Coverage|TruCare Authorization issue","    System grid color","    System grid color|    Access to Care Alerts|    Active Managed Incidents|    Troubleshooting line assignments","    Eligibility Failure","    PCS Web Failure|    Eligibility Failure|    Firewall Degradation|    MHK Outage","    ImageOne socket exceptions",TruCare Authorization issue|    ImageOne socket exceptions|    PCS Synthetic HTML error|    Firewall reboot,2,ImprovedChartjunk,FL_25,Q10|Q12|Q2|Q16|Q13|Q9|Q27|Q14|Q15|Q11|Q1
2025-08-17 20:06:36,2025-08-17 20:12:20,IP Address,38.72.71.226,100,344,True,2025-08-17 20:12:20,R_6FbwDkzsmf0cCQe,,,,,33.4342,-111.8454,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1366x768,"    Contact Center","    Pharmacy|    Provider|    Contact Center|    Client","    TruCare","    ImageOne|PCS|    TruCare|    SIE Member Web","    Mixed status","    Mostly Degraded|    Offline|    All Healthy|    Mixed status","    Help Desk / Support","    Help Desk / Support|    Marketing|    Finance|    HR","    Firewall issue (USC)","    MHK Slowness (USG)|    Firewall issue (USC)|    PCS Web Alert|    Eligibility Socket Error","    Increasing degradation","    Stable with no warnings|    Fluctuating warnings|    Fully recovered|    Increasing degradation","    Eligibility Firewall Timeout","    PCS Synthetic Coverage|    Eligibility Firewall Timeout|TruCare Authorization issue|    MHK Performance Lag","    Access to Care Alerts","    Troubleshooting line assignments|    System grid color|    Access to Care Alerts|    Active Managed Incidents","    Firewall Degradation","    Eligibility Failure|    Firewall Degradation|    PCS Web Failure|    MHK Outage","    Firewall reboot",TruCare Authorization issue|    ImageOne socket exceptions|    PCS Synthetic HTML error|    Firewall reboot,2,ImprovedHierarchy,FL_22,Q1|Q16|Q13|Q11|Q14|Q9|Q27|Q2|Q10|Q15|Q12
2025-08-17 21:45:27,2025-08-17 21:46:42,IP Address,71.247.122.126,100,75,True,2025-08-17 21:46:43,R_2ex0gafToQfRzlV,,,,,40.7852,-73.8098,anonymous,EN,Chrome,139.0.0.0,Macintosh,1440x900,"    Provider","    Pharmacy|    Provider|    Client|    Contact Center","    ImageOne",PCS|    ImageOne|    SIE Member Web|    TruCare,"    Mixed status","    Offline|    Mixed status|    Mostly Degraded|    All Healthy","    Help Desk / Support","    Help Desk / Support|    Marketing|    HR|    Finance","    Firewall issue (USC)","    Eligibility Socket Error|    PCS Web Alert|    MHK Slowness (USG)|    Firewall issue (USC)","    Increasing degradation","    Stable with no warnings|    Fully recovered|    Increasing degradation|    Fluctuating warnings","    Eligibility Firewall Timeout","    MHK Performance Lag|    Eligibility Firewall Timeout|    PCS Synthetic Coverage|TruCare Authorization issue","    System grid color","    Access to Care Alerts|    Active Managed Incidents|    System grid color|    Troubleshooting line assignments","    MHK Outage","    PCS Web Failure|    MHK Outage|    Firewall Degradation|    Eligibility Failure","    Firewall reboot","    PCS Synthetic HTML error|    Firewall reboot|TruCare Authorization issue|    ImageOne socket exceptions",2,StatusQuo,FL_21,Q15|Q2|Q16|Q12|Q9|Q27|Q11|Q1|Q13|Q10|Q14
