StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,MetaInfo_Browser,MetaInfo_Version,MetaInfo_Operating System,MetaInfo_Resolution,Q1,Q1_DO,Q9,Q10,Q14,Q17,Q18,Q18_DO,Q20,DataDashboardUsage,SmartHomeDashUsage,VisualClarity,InfoOrgClarity,SC0,SurveyWave,Version,FL_3_DO,Gistblock_DO
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Q_RecaptchaScore,Click to write the question text - Browser,Click to write the question text - Version,Click to write the question text - Operating System,Click to write the question text - Resolution,Which device had the worst problem?,Which device had the worst problem? - Display Order,Which direction was the offline ceiling light?,How many items were Warnings (non-critical alerts)?,How many devices were specifically labeled as Offline (not just Off)?,How many devices named “Sink” were shown?,Which two devices were both Off but not alerts?,Which two devices were both Off but not alerts? - Display Order,What type of dashboard did you see?,How often do you use data dashboards in your life?,How often do you use a smart home dashboard in your life?,"How clear was the dashboard’s visual design (e.g., text readability, contrast, spacing)?","How clear was the dashboard's informational organization (grouping, labels, layout)?",Score,SurveyWave,Version,FL_3 - Block Randomizer - Display Order,Gist block - Display Order
"{""ImportId"":""startDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""endDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""Q_RecaptchaScore""}","{""ImportId"":""QID75_BROWSER""}","{""ImportId"":""QID75_VERSION""}","{""ImportId"":""QID75_OS""}","{""ImportId"":""QID75_RESOLUTION""}","{""ImportId"":""QID49""}","{""ImportId"":""QID49_DO""}","{""ImportId"":""QID57""}","{""ImportId"":""QID58""}","{""ImportId"":""QID63""}","{""ImportId"":""QID66""}","{""ImportId"":""QID67""}","{""ImportId"":""QID67_DO""}","{""ImportId"":""QID69""}","{""ImportId"":""QID70""}","{""ImportId"":""QID72""}","{""ImportId"":""QID71""}","{""ImportId"":""QID73""}","{""ImportId"":""SC_026QrkvBa3dwwrc""}","{""ImportId"":""SurveyWave""}","{""ImportId"":""Version""}","{""ImportId"":""FL_3_DO""}","{""ImportId"":""BL_2miQ8sO4XRcUQn4_DO""}"
2025-10-06 01:16:57,2025-10-06 01:17:47,IP Address,73.108.52.5,100,49,True,2025-10-06 01:17:47,R_7ClMpHugIyF821I,,,,,35.9899,-83.8498,anonymous,EN,1,Chrome,140.0.0.0,Android 10,412x915,Oven light,Ceiling E|Leak detector|Smoke detector|Oven light,South,1,2,1,Mirror 1 and Mirror 2,Ceiling E and Oven|Ceiling N and Ceiling W|Mirror 1 and Mirror 2|TV and Window,IT infrastructure,Monthly,Monthly,Slightly clear,Slightly clear,2,3,ImportanceHierarchyHighChartjunk,FL_58,Q18|MetaInfo|Q1|Q17|Q20|Q9|Q10|Q14
2025-10-06 01:16:52,2025-10-06 01:18:19,IP Address,104.60.47.247,100,87,True,2025-10-06 01:18:19,R_6LbvnHU4n7OFx9o,,,,,35.974,-83.6222,anonymous,EN,1,Chrome,141.0.0.0,Windows NT 10.0,1920x1080,Leak detector,Leak detector|Oven light|Ceiling E|Smoke detector,South,2,3,1,Ceiling E and Oven,Ceiling E and Oven|Ceiling N and Ceiling W|Mirror 1 and Mirror 2|TV and Window,Smart home,Never,Never,Slightly clear,Slightly clear,2,3,NoHierarchyMediumChartjunk,FL_46,Q18|Q20|Q17|Q14|Q1|Q10|Q9|MetaInfo
2025-10-06 01:16:57,2025-10-06 01:18:28,IP Address,38.62.135.210,100,91,True,2025-10-06 01:18:29,R_1e9xaaxV9rTrKAi,,,,,31.116,-90.142,anonymous,EN,0.800000011920929,Safari iPhone,8.0.2,iPhone,390x844,Smoke detector,Leak detector|Smoke detector|Ceiling E|Oven light,West,2,3,1,Ceiling N and Ceiling W,Mirror 1 and Mirror 2|Ceiling N and Ceiling W|Ceiling E and Oven|TV and Window,Smart home,Monthly,Weekly,Moderately clear,Slightly clear,1,3,FloorplanHierarchyMediumChartjunk,FL_62,Q9|Q20|Q17|Q14|Q1|Q18|Q10|MetaInfo
2025-10-06 01:18:07,2025-10-06 01:20:08,IP Address,67.216.245.10,100,121,True,2025-10-06 01:20:08,R_3OxW8EwGHmJgSx1,,,,,32.6044,-94.8491,anonymous,EN,0.8999999761581421,Chrome,140.0.7339.207,Android 12,800x1334,Leak detector,Oven light|Leak detector|Ceiling E|Smoke detector,North,0,1,1,TV and Window,Ceiling E and Oven|Mirror 1 and Mirror 2|Ceiling N and Ceiling W|TV and Window,Smart home,Never,Never,Moderately clear,Slightly clear,2,3,NoHierarchyHighChartjunk,FL_52,Q9|Q18|Q17|MetaInfo|Q14|Q20|Q10|Q1
2025-10-06 01:20:45,2025-10-06 01:24:15,IP Address,69.253.183.210,100,210,True,2025-10-06 01:24:15,R_5e35f8DghRc70fa,,,,,39.9361,-75.2625,anonymous,EN,0.8999999761581421,Firefox,143.0,Windows NT 10.0,1536x864,Leak detector,Ceiling E|Oven light|Leak detector|Smoke detector,North,3,1,0,Mirror 1 and Mirror 2,Mirror 1 and Mirror 2|Ceiling E and Oven|Ceiling N and Ceiling W|TV and Window,Smart home,Weekly,Daily,Moderately clear,Moderately clear,5,3,FloorplanHierarchyMediumChartjunk,FL_62,Q10|Q20|Q17|Q18|Q1|Q9|Q14|MetaInfo
2025-10-06 01:55:31,2025-10-06 01:56:19,IP Address,23.28.20.14,100,48,True,2025-10-06 01:56:20,R_7gBtstP4unUMset,,,,,40.6543,-75.5034,anonymous,EN,0.30000001192092896,Chrome,140.0.0.0,Windows NT 10.0,1383x864,Smoke detector,Oven light|Ceiling E|Smoke detector|Leak detector,East,1,2,1,TV and Window,Mirror 1 and Mirror 2|TV and Window|Ceiling N and Ceiling W|Ceiling E and Oven,IT infrastructure,Monthly,Weekly,Moderately clear,Moderately clear,2,3,FloorplanHierarchyHighChartjunk,FL_64,Q1|Q18|Q10|Q17|Q9|Q20|MetaInfo|Q14
2025-10-06 01:56:32,2025-10-06 01:58:30,IP Address,206.72.5.233,100,118,True,2025-10-06 01:58:31,R_1hKfADCqz0V8VD3,,,,,41.6468,-95.312,anonymous,EN,1,Chrome,109.0.0.0,Windows NT 10.0,1600x900,Leak detector,Oven light|Ceiling E|Leak detector|Smoke detector,West,3,2,0,Mirror 1 and Mirror 2,Ceiling E and Oven|TV and Window|Ceiling N and Ceiling W|Mirror 1 and Mirror 2,Smart home,Never,Never,Slightly clear,Not at all clear,6,3,NoHierarchyMediumChartjunk,FL_46,Q1|Q18|Q14|Q17|Q9|Q20|Q10|MetaInfo
2025-10-06 01:57:29,2025-10-06 02:03:24,IP Address,174.140.82.9,100,355,True,2025-10-06 02:03:25,R_72AdDnq4qVWwhFu,,,,,40.3053,-78.954,anonymous,EN,1,Safari,26.1,Macintosh,1024x1366,Ceiling E,Oven light|Smoke detector|Leak detector|Ceiling E,East,3,3,2,Ceiling E and Oven,TV and Window|Ceiling E and Oven|Mirror 1 and Mirror 2|Ceiling N and Ceiling W,Smart home,Monthly,Monthly,Very clear,Very clear,3,3,ImportanceHierarchyLowChartjunk,FL_54,Q17|Q10|Q9|Q14|Q1|Q18|Q20|MetaInfo
2025-10-06 02:00:55,2025-10-06 02:04:49,IP Address,76.143.178.97,100,233,True,2025-10-06 02:04:49,R_74E0z9un8kEopPj,,,,,29.5799,-95.6085,anonymous,EN,1,Chrome,140.0.0.0,Macintosh,1440x900,Leak detector,Ceiling E|Smoke detector|Oven light|Leak detector,North,1,3,1,Mirror 1 and Mirror 2,Ceiling N and Ceiling W|Ceiling E and Oven|Mirror 1 and Mirror 2|TV and Window,Smart home,Never,Never,Moderately clear,Moderately clear,3,3,ImportanceHierarchyHighChartjunk,FL_58,Q10|MetaInfo|Q20|Q14|Q18|Q9|Q1|Q17
2025-10-06 02:34:47,2025-10-06 02:36:10,IP Address,98.192.130.44,100,83,True,2025-10-06 02:36:11,R_5ALoSmvQqDtlYnD,,,,,30.4805,-84.2243,anonymous,EN,0.8999999761581421,Edge,141.0.0.0,Windows NT 10.0,1536x864,Leak detector,Leak detector|Oven light|Smoke detector|Ceiling E,North,2,4,3,Mirror 1 and Mirror 2,Mirror 1 and Mirror 2|TV and Window|Ceiling E and Oven|Ceiling N and Ceiling W,Smart home,Never,Never,Very clear,Very clear,3,3,RoomHierarchyMediumChartjunk,FL_22,Q10|Q17|Q14|Q1|Q18|MetaInfo|Q20|Q9
2025-10-06 02:35:03,2025-10-06 02:36:28,IP Address,74.76.157.165,100,84,True,2025-10-06 02:36:28,R_5CWcZiYuFL3TVm6,,,,,43.7103,-75.4021,anonymous,EN,0.8999999761581421,Safari iPhone,18.6,iPhone,393x852,Smoke detector,Ceiling E|Leak detector|Smoke detector|Oven light,East,0,4,2,Ceiling E and Oven,Ceiling E and Oven|Ceiling N and Ceiling W|Mirror 1 and Mirror 2|TV and Window,Smart home,Never,Never,Moderately clear,Slightly clear,2,3,NoHierarchyHighChartjunk,FL_52,MetaInfo|Q14|Q10|Q1|Q18|Q9|Q20|Q17
2025-10-06 03:15:22,2025-10-06 03:17:02,IP Address,216.53.230.14,100,100,True,2025-10-06 03:17:03,R_1IfPo4JjsFrfuMA,,,,,28.3036,-81.5911,anonymous,EN,1,Safari,26.0.1,Macintosh,2560x1440,Leak detector,Smoke detector|Oven light|Leak detector|Ceiling E,South,2,1,0,Ceiling N and Ceiling W,TV and Window|Ceiling E and Oven|Ceiling N and Ceiling W|Mirror 1 and Mirror 2,Smart home,Daily,Never,Very clear,Very clear,3,3,ImportanceHierarchyMediumChartjunk,FL_56,Q17|Q18|Q1|Q14|Q9|Q20|MetaInfo|Q10
2025-10-06 03:21:34,2025-10-06 03:23:09,IP Address,141.239.170.42,100,94,True,2025-10-06 03:23:09,R_5wcdu23hgMMAVas,,,,,21.3454,-158.0842,anonymous,EN,1,Chrome,138.0.0.0,Macintosh,1710x1107,Leak detector,Oven light|Ceiling E|Smoke detector|Leak detector,South,3,3,2,Mirror 1 and Mirror 2,TV and Window|Mirror 1 and Mirror 2|Ceiling E and Oven|Ceiling N and Ceiling W,IT infrastructure,Never,Never,Moderately clear,Moderately clear,3,3,NoHierarchyHighChartjunk,FL_50,Q17|Q14|Q1|MetaInfo|Q18|Q10|Q9|Q20
2025-10-04 15:05:00,2025-10-04 15:05:06,IP Address,73.20.211.238,50,5,False,2025-10-06 15:22:56,R_5fiKchEBRBiAldy,,,,,33.5256,-81.9369,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,0,3,NoHierarchyMediumChartjunk,FL_46,
2025-10-03 17:11:56,2025-10-03 17:13:12,IP Address,68.132.114.177,54,76,False,2025-10-06 15:22:56,R_3njPBDLRkTxQdlT,,,,,40.7109,-73.3288,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,RoomHierarchyLowChartjunk,FL_21,Q9|Q20|Q1|Q10|MetaInfo|Q14|Q18|Q17
2025-10-03 16:48:30,2025-10-03 16:48:41,IP Address,69.244.134.65,50,11,False,2025-10-06 15:22:56,R_5ERU8SfiIV5x31v,,,,,42.4327,-83.0396,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,NoHierarchyLowChartjunk,FL_26,
2025-10-03 17:14:49,2025-10-03 17:15:57,IP Address,174.66.24.47,54,67,False,2025-10-06 15:22:56,R_6H5fZcdD7wFPwxu,,,,,36.5246,-76.1783,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,ImportanceHierarchyHighChartjunk,FL_58,Q17|Q14|Q1|MetaInfo|Q20|Q10|Q18|Q9
2025-10-04 15:04:35,2025-10-04 15:05:01,IP Address,73.98.85.136,54,26,False,2025-10-06 15:22:56,R_7URavg6REGwKNJn,,,,,35.6219,-105.8688,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,ImportanceHierarchyHighChartjunk,FL_58,MetaInfo|Q18|Q17|Q9|Q20|Q1|Q10|Q14
2025-10-04 15:05:47,2025-10-05 21:45:17,IP Address,174.80.230.74,50,110370,False,2025-10-06 15:22:56,R_5T1n2CyGkiB3spr,,,,,36.3966,-78.9933,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,0,3,NoHierarchyLowChartjunk,FL_26,
2025-10-03 16:31:49,2025-10-03 16:32:41,IP Address,72.177.151.229,54,52,False,2025-10-06 15:22:56,R_7oN7RBsS0lAKrkt,,,,,29.4553,-98.5677,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,RoomHierarchyLowChartjunk,FL_21,Q14|Q10|Q20|Q1|Q17|Q18|Q9|MetaInfo
2025-10-03 18:01:53,2025-10-03 18:02:50,IP Address,24.15.47.79,54,56,False,2025-10-06 15:22:56,R_6OOHLyTI6OAHqMV,,,,,42.055,-87.6951,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,RoomHierarchyHighChartjunk,FL_25,MetaInfo|Q9|Q1|Q10|Q20|Q17|Q18|Q14
2025-10-04 15:06:55,2025-10-04 15:07:07,IP Address,76.145.141.178,50,11,False,2025-10-06 15:22:56,R_5vO3YYTnbJjZk9H,,,,,34.2037,-84.1031,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,FloorplanHierarchyMediumChartjunk,FL_62,
2025-10-04 15:04:27,2025-10-04 15:04:38,IP Address,74.130.246.230,50,10,False,2025-10-06 15:22:56,R_3Dr2zJawi5heTL6,,,,,37.019,-86.4537,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,0,3,RoomHierarchyMediumChartjunk,FL_22,
2025-10-04 15:07:10,2025-10-04 15:07:38,IP Address,172.56.210.130,54,28,False,2025-10-06 15:22:56,R_31z8klwRvcJy6jT,,,,,36.115,-115.2165,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,0,3,ImportanceHierarchyHighChartjunk,FL_58,Q10|Q9|Q17|Q14|Q1|Q18|MetaInfo|Q20
2025-10-03 18:02:21,2025-10-03 18:02:55,IP Address,66.176.53.96,54,34,False,2025-10-06 15:22:57,R_6PUjqrqi2lf1NG4,,,,,25.9562,-80.1828,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,0,3,RoomHierarchyMediumChartjunk,FL_22,Q20|Q18|MetaInfo|Q10|Q14|Q17|Q1|Q9
2025-10-04 15:04:16,2025-10-04 15:04:36,IP Address,38.178.228.68,50,19,False,2025-10-06 15:22:57,R_6gEaYMC69YFwRqx,,,,,34.6295,-98.6287,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,0,3,NoHierarchyHighChartjunk,FL_52,
2025-10-04 15:06:12,2025-10-04 15:06:25,IP Address,50.202.64.149,50,12,False,2025-10-06 15:22:57,R_7fzsjs81NtX66EF,,,,,40.0713,-74.8449,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,0,3,ImportanceHierarchyMediumChartjunk,FL_56,
2025-10-04 15:08:44,2025-10-04 15:08:50,IP Address,98.239.68.49,50,6,False,2025-10-06 15:22:57,R_5dhbKtTjXnbXvMl,,,,,37.6752,-120.9465,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,NoHierarchyHighChartjunk,FL_52,
2025-10-04 15:08:49,2025-10-04 15:09:07,IP Address,98.153.52.42,50,17,False,2025-10-06 15:22:57,R_5u2aDwXZsCXM9mF,,,,,34.0282,-117.0372,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,NoHierarchyMediumChartjunk,FL_46,
2025-10-04 15:08:56,2025-10-04 15:09:03,IP Address,73.168.134.26,50,6,False,2025-10-06 15:22:57,R_3LkcMKtI4bV8Ppa,,,,,42.3574,-88.2209,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,NoHierarchyLowChartjunk,FL_26,
2025-10-04 15:06:33,2025-10-04 15:06:40,IP Address,174.199.227.8,50,6,False,2025-10-06 15:22:57,R_7JPibqLcD88Q5PW,,,,,32.3151,-86.2449,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,0,3,NoHierarchyHighChartjunk,FL_52,
2025-10-04 15:09:20,2025-10-04 15:09:35,IP Address,66.44.251.70,50,14,False,2025-10-06 15:22:57,R_3f9dQP2qu9U2Q81,,,,,36.1277,-80.653,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,RoomHierarchyHighChartjunk,FL_25,
2025-10-04 15:06:46,2025-10-04 15:06:52,IP Address,35.133.152.176,50,5,False,2025-10-06 15:22:57,R_7q8m7lfoNv0lDy1,,,,,35.5825,-82.6115,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,ImportanceHierarchyLowChartjunk,FL_54,
2025-10-04 15:05:42,2025-10-04 15:05:48,IP Address,100.8.101.16,50,6,False,2025-10-06 15:22:57,R_6jWlWu0jvw3mv1n,,,,,40.7158,-74.359,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,RoomHierarchyHighChartjunk,FL_25,
2025-10-04 15:11:47,2025-10-04 15:11:52,IP Address,150.195.161.210,50,5,False,2025-10-06 15:22:58,R_5p6ei4f9zEXC0XB,,,,,38.7808,-90.6355,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,FloorplanHierarchyHighChartjunk,FL_64,
2025-10-04 15:12:13,2025-10-04 15:12:24,IP Address,72.181.232.130,50,10,False,2025-10-06 15:22:58,R_5UAr7dZDz2ZfHvb,,,,,32.7212,-96.6765,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,ImportanceHierarchyMediumChartjunk,FL_56,
2025-10-04 15:11:51,2025-10-04 15:11:59,IP Address,174.210.233.184,4,7,False,2025-10-06 15:22:58,R_5nPGeJTTSuHP1Zu,,,,,42.4327,-83.0396,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,0,3,,,
2025-10-04 15:08:54,2025-10-04 15:09:19,IP Address,108.44.208.147,50,25,False,2025-10-06 15:22:58,R_5Io5VqThzrxnFCf,,,,,38.1638,-77.6811,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,0,3,ImportanceHierarchyLowChartjunk,FL_54,
2025-10-04 15:13:15,2025-10-04 15:13:21,IP Address,76.232.200.24,50,6,False,2025-10-06 15:22:58,R_5ZNweFPRv7RMKct,,,,,34.236,-118.5235,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,0,3,NoHierarchyHighChartjunk,FL_50,
2025-10-04 15:17:16,2025-10-04 15:18:08,IP Address,104.28.55.107,54,51,False,2025-10-06 15:22:58,R_57lgYTsWxGk2scQ,,,,,40.3362,-75.9153,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,RoomHierarchyLowChartjunk,FL_21,Q14|Q20|Q10|Q9|Q18|Q17|Q1|MetaInfo
2025-10-04 15:18:47,2025-10-05 13:31:38,IP Address,142.196.64.231,54,79970,False,2025-10-06 15:22:58,R_5Hn9HqZcEpWM6mm,,,,,28.0791,-82.5245,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,NoHierarchyHighChartjunk,FL_50,Q14|Q9|MetaInfo|Q20|Q10|Q1|Q17|Q18
2025-10-04 15:13:49,2025-10-04 15:13:58,IP Address,108.11.151.147,50,9,False,2025-10-06 15:22:58,R_5K2VQrFbon9HtRK,,,,,42.0751,-80.1464,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,0,3,RoomHierarchyLowChartjunk,FL_21,
2025-10-04 15:23:46,2025-10-04 15:24:55,IP Address,173.91.216.51,54,68,False,2025-10-06 15:22:58,R_5fZUrJaMT10cUuJ,,,,,41.154,-80.7015,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,ImportanceHierarchyMediumChartjunk,FL_56,Q10|Q9|Q18|Q17|Q20|MetaInfo|Q1|Q14
2025-10-04 15:06:28,2025-10-04 15:06:42,IP Address,71.77.16.231,50,13,False,2025-10-06 15:22:58,R_6Unjmtg3bM2zh4d,,,,,36.1225,-78.6858,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,FloorplanHierarchyHighChartjunk,FL_64,
2025-10-04 15:23:55,2025-10-04 15:23:59,IP Address,50.235.247.19,4,4,False,2025-10-06 15:22:58,R_5mHIUdFJDYXf8XL,,,,,41.4568,-72.8245,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,,,
2025-10-04 15:07:23,2025-10-04 15:08:19,IP Address,68.225.33.209,54,56,False,2025-10-06 15:22:58,R_7aPKYXFDfp1qvtj,,,,,36.9135,-76.2826,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,NoHierarchyLowChartjunk,FL_26,Q10|Q9|MetaInfo|Q18|Q14|Q1|Q20|Q17
2025-10-04 15:10:33,2025-10-04 15:10:44,IP Address,172.58.121.92,4,11,False,2025-10-06 15:22:58,R_3J8HqHQ9dLvjl3H,,,,,42.4327,-83.0396,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,0,3,,,
2025-10-04 15:06:34,2025-10-04 15:07:16,IP Address,143.103.197.190,54,41,False,2025-10-06 15:22:58,R_626jchYFMwIztp9,,,,,32.204,-95.3486,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,0,3,FloorplanHierarchyLowChartjunk,FL_60,Q18|Q20|Q9|Q10|Q1|MetaInfo|Q17|Q14
2025-10-04 15:13:37,2025-10-04 15:13:55,IP Address,172.56.42.61,50,17,False,2025-10-06 15:22:58,R_3cBF9yhDYfJ9gPH,,,,,37.7308,-122.3838,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,NoHierarchyLowChartjunk,FL_26,
2025-10-04 15:25:52,2025-10-04 15:27:14,IP Address,76.175.65.247,54,81,False,2025-10-06 15:22:58,R_5cjXcb9JlnmsywI,,,,,34.003,-118.4298,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,ImportanceHierarchyMediumChartjunk,FL_56,Q17|Q20|MetaInfo|Q1|Q14|Q18|Q9|Q10
2025-10-04 15:07:37,2025-10-04 15:09:12,IP Address,172.59.191.238,54,95,False,2025-10-06 15:22:58,R_7UpNQMhBwE3DgfT,,,,,41.8835,-87.6305,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,FloorplanHierarchyMediumChartjunk,FL_62,Q14|Q1|Q10|Q18|Q9|Q17|Q20|MetaInfo
2025-10-04 15:07:44,2025-10-04 15:08:21,IP Address,50.4.5.223,54,36,False,2025-10-06 15:22:58,R_7LvTRxYo3lANidH,,,,,42.238,-83.2807,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,ImportanceHierarchyLowChartjunk,FL_54,Q18|MetaInfo|Q10|Q14|Q17|Q1|Q20|Q9
2025-10-04 15:08:59,2025-10-04 15:10:09,IP Address,38.86.202.146,50,69,False,2025-10-06 15:22:59,R_6dLLd2Ya69uCcxY,,,,,30.8463,-93.2891,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,0,3,RoomHierarchyLowChartjunk,FL_21,
2025-10-04 15:20:15,2025-10-04 15:20:36,IP Address,174.202.102.67,50,21,False,2025-10-06 15:22:59,R_6PeBeOgpZpFuKeR,,,,,39.1215,-86.5784,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,0,3,NoHierarchyMediumChartjunk,FL_46,
2025-10-04 15:29:58,2025-10-04 15:31:02,IP Address,172.58.123.243,54,64,False,2025-10-06 15:22:59,R_5VOe5GYemNzmtMa,,,,,42.4327,-83.0396,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,RoomHierarchyMediumChartjunk,FL_22,Q20|Q18|Q1|Q14|Q10|MetaInfo|Q17|Q9
2025-10-04 15:26:34,2025-10-04 15:27:28,IP Address,72.209.222.5,50,53,False,2025-10-06 15:22:59,R_5KQ1EOanuNSitmp,,,,,38.3645,-98.7648,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,0,3,NoHierarchyHighChartjunk,FL_50,
2025-10-04 15:20:38,2025-10-04 15:20:58,IP Address,67.209.10.37,50,20,False,2025-10-06 15:22:59,R_6PUEgI9nytuZxB2,,,,,33.9036,-78.5715,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,ImportanceHierarchyHighChartjunk,FL_58,
2025-10-04 15:16:29,2025-10-04 15:16:49,IP Address,162.203.187.170,50,19,False,2025-10-06 15:22:59,R_6Wv8YNXUtXkR4IF,,,,,36.6642,-87.4208,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,NoHierarchyMediumChartjunk,FL_46,
2025-10-05 12:50:16,2025-10-05 12:50:45,IP Address,100.19.51.67,50,28,False,2025-10-06 15:22:59,R_5nUBgxx13xbSRQv,,,,,39.9828,-75.8239,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,0,3,FloorplanHierarchyMediumChartjunk,FL_62,
2025-10-05 13:24:34,2025-10-05 13:25:42,IP Address,73.103.108.69,54,67,False,2025-10-06 15:22:59,R_5udlFF6q6VFrSaR,,,,,40.4484,-86.1394,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,NoHierarchyHighChartjunk,FL_52,Q18|Q10|Q20|Q9|MetaInfo|Q17|Q1|Q14
2025-10-04 15:23:12,2025-10-04 15:23:44,IP Address,70.60.108.154,54,32,False,2025-10-06 15:22:59,R_6McbtI9srl46tqe,,,,,35.7113,-78.6142,anonymous,EN,0.800000011920929,,,,,,,,,,,,,,,,,,0,3,FloorplanHierarchyHighChartjunk,FL_64,Q20|Q9|Q10|Q18|Q17|MetaInfo|Q14|Q1
2025-10-05 13:24:04,2025-10-05 13:26:15,IP Address,23.252.182.6,54,130,False,2025-10-06 15:22:59,R_5JkZKSO4ubF2cVd,,,,,37.9227,-83.261,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,FloorplanHierarchyMediumChartjunk,FL_62,Q9|Q18|Q14|MetaInfo|Q1|Q10|Q20|Q17
2025-10-04 15:21:20,2025-10-04 15:21:27,IP Address,98.127.146.177,50,6,False,2025-10-06 15:22:59,R_6UXIo4UGZboWCqe,,,,,42.8431,-106.313,anonymous,EN,0.800000011920929,,,,,,,,,,,,,,,,,,0,3,RoomHierarchyHighChartjunk,FL_25,
2025-10-04 15:21:09,2025-10-04 15:21:38,IP Address,98.167.181.126,50,29,False,2025-10-06 15:22:59,R_6rA8zUZcNPdyfPP,,,,,33.3429,-111.6347,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,FloorplanHierarchyMediumChartjunk,FL_62,
2025-10-05 13:23:56,2025-10-05 13:24:27,IP Address,99.110.214.93,54,31,False,2025-10-06 15:22:59,R_5Dl9BnQ9O6LJG4F,,,,,37.7833,-122.4952,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,RoomHierarchyHighChartjunk,FL_25,Q1|Q18|Q9|MetaInfo|Q14|Q20|Q17|Q10
2025-10-05 13:27:14,2025-10-05 13:28:13,IP Address,73.144.21.191,54,58,False,2025-10-06 15:22:59,R_5SWLPEzaMxB5g9r,,,,,42.9469,-85.6206,anonymous,EN,1,,,,,,,,,,,,,,,,,,0,3,ImportanceHierarchyHighChartjunk,FL_58,Q9|Q14|Q20|Q10|Q18|Q17|Q1|MetaInfo
