Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Click to write the question text - Browser,Click to write the question text - Version,Click to write the question text - Operating System,Click to write the question text - Resolution,Which part of the organization showed the most severe issues?,Which part of the organization showed the most severe issues? - Display Order,Which application appeared to require the most urgent attention based on its alert status?,Which application appeared to require the most urgent attention based on its alert status? - Display Order,What was the overall condition of the Provider systems?,What was the overall condition of the Provider systems? - Display Order,Which team or role would likely be most concerned with the issues displayed in the dashboard?,Which team or role would likely be most concerned with the issues displayed in the dashboard? - Display Order,"Based on the information shown, which incident was still being actively investigated?","Based on the information shown, which incident was still being actively investigated? - Display Order",What trend was visible in the PCS application status over the last hour?,What trend was visible in the PCS application status over the last hour? - Display Order,Which issue seemed to involve a failure in external communication or handshake?,Which issue seemed to involve a failure in external communication or handshake? - Display Order,"Based on the dashboard layout, what kind of alert was most likely automatically generated rather than manually entered?","Based on the dashboard layout, what kind of alert was most likely automatically generated rather than manually entered? - Display Order","Which incident was in the 'Isolation' state, suggesting containment but not resolution?","Which incident was in the 'Isolation' state, suggesting containment but not resolution? - Display Order","If you had to triage one issue first based on the dashboard, which would be the best candidate?","If you had to triage one issue first based on the dashboard, which would be the best candidate? - Display Order",SurveyWave,Version,FL_3 - Block Randomizer - Display Order,Default Question Block - Display Order
5/3/2025 10:21,5/3/2025 10:23,IP Address,24.184.73.223,100,129,TRUE,5/3/2025 10:23,R_1Rsy6BriCVvZo00,,,,,40.7306,-73.4313,anonymous,EN,Chrome,132.0.0.0,CrOS x86_64 14541.0.0,1241x697,    Contact Center,    Pharmacy|    Contact Center|    Client|    Provider,    SIE Member Web,PCS|    SIE Member Web|    TruCare|    ImageOne,    All Healthy,    All Healthy|    Mixed status|    Mostly Degraded|    Offline,    Help Desk / Support,    Help Desk / Support|    HR|    Finance|    Marketing,    Firewall issue (USC),    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Increasing degradation,    Fully recovered|    Stable with no warnings|    Increasing degradation|    Fluctuating warnings,TruCare Authorization issue,TruCare Authorization issue|    MHK Performance Lag|    PCS Synthetic Coverage|    Eligibility Firewall Timeout,    Troubleshooting line assignments,    Active Managed Incidents|    Troubleshooting line assignments|    Access to Care Alerts|    System grid color,    Eligibility Failure,    Firewall Degradation|    Eligibility Failure|    PCS Web Failure|    MHK Outage,TruCare Authorization issue,    ImageOne socket exceptions|    PCS Synthetic HTML error|TruCare Authorization issue|    Firewall reboot,2,ImprovedBoth,FL_26,Q1|Q16|Q12|Q15|Q14|Q27|Q10|Q2|Q13|Q11|Q9
5/3/2025 10:24,5/3/2025 10:25,IP Address,24.184.73.223,100,96,TRUE,5/3/2025 10:25,R_13VNdui3axVnZkQ,,,,,40.7306,-73.4313,anonymous,EN,Chrome,132.0.0.0,CrOS x86_64 14541.0.0,1241x697,    Contact Center,    Contact Center|    Client|    Provider|    Pharmacy,    TruCare,    TruCare|PCS|    SIE Member Web|    ImageOne,    All Healthy,    All Healthy|    Offline|    Mostly Degraded|    Mixed status,    HR,    HR|    Finance|    Help Desk / Support|    Marketing,    Firewall issue (USC),    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Stable with no warnings,    Stable with no warnings|    Fully recovered|    Fluctuating warnings|    Increasing degradation,    Eligibility Firewall Timeout,    Eligibility Firewall Timeout|    MHK Performance Lag|TruCare Authorization issue|    PCS Synthetic Coverage,    Troubleshooting line assignments,    Troubleshooting line assignments|    System grid color|    Access to Care Alerts|    Active Managed Incidents,    PCS Web Failure,    PCS Web Failure|    Eligibility Failure|    Firewall Degradation|    MHK Outage,    PCS Synthetic HTML error,    PCS Synthetic HTML error|TruCare Authorization issue|    ImageOne socket exceptions|    Firewall reboot,2,ImprovedChartjunk,FL_25,Q12|Q13|Q14|Q16|Q2|Q9|Q15|Q1|Q11|Q10|Q27
5/3/2025 12:21,5/3/2025 12:28,IP Address,151.203.80.105,100,429,TRUE,5/3/2025 12:28,R_6upy5NsE0LGZRbU,,,,,42.6707,-71.4164,anonymous,EN,Firefox,137,Ubuntu,1920x1080,    Contact Center,    Provider|    Contact Center|    Pharmacy|    Client,PCS,    SIE Member Web|    ImageOne|PCS|    TruCare,    All Healthy,    Mostly Degraded|    Mixed status|    Offline|    All Healthy,    Help Desk / Support,    Help Desk / Support|    Marketing|    HR|    Finance,    MHK Slowness (USG),    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Stable with no warnings,    Fluctuating warnings|    Stable with no warnings|    Fully recovered|    Increasing degradation,TruCare Authorization issue,TruCare Authorization issue|    Eligibility Firewall Timeout|    MHK Performance Lag|    PCS Synthetic Coverage,    System grid color,    Troubleshooting line assignments|    System grid color|    Access to Care Alerts|    Active Managed Incidents,    Firewall Degradation,    PCS Web Failure|    Firewall Degradation|    MHK Outage|    Eligibility Failure,TruCare Authorization issue,TruCare Authorization issue|    Firewall reboot|    PCS Synthetic HTML error|    ImageOne socket exceptions,2,ImprovedHierarchy,FL_22,Q13|Q9|Q1|Q10|Q14|Q12|Q2|Q16|Q15|Q11|Q27
5/3/2025 15:36,5/3/2025 15:38,IP Address,167.253.80.21,100,84,TRUE,5/3/2025 15:38,R_5dOdDUiMHSJKhEZ,,,,,40.5992,-77.5768,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1536x864,    Client,    Client|    Contact Center|    Pharmacy|    Provider,    TruCare,    TruCare|PCS|    SIE Member Web|    ImageOne,    All Healthy,    Mostly Degraded|    All Healthy|    Mixed status|    Offline,    HR,    Help Desk / Support|    HR|    Marketing|    Finance,    Firewall issue (USC),    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Fluctuating warnings,    Fully recovered|    Increasing degradation|    Fluctuating warnings|    Stable with no warnings,TruCare Authorization issue,    PCS Synthetic Coverage|TruCare Authorization issue|    Eligibility Firewall Timeout|    MHK Performance Lag,    Access to Care Alerts,    System grid color|    Access to Care Alerts|    Troubleshooting line assignments|    Active Managed Incidents,    Firewall Degradation,    MHK Outage|    Firewall Degradation|    Eligibility Failure|    PCS Web Failure,TruCare Authorization issue,TruCare Authorization issue|    ImageOne socket exceptions|    PCS Synthetic HTML error|    Firewall reboot,2,StatusQuo,FL_21,Q16|Q12|Q27|Q13|Q9|Q14|Q15|Q11|Q1|Q10|Q2
5/3/2025 15:52,5/3/2025 15:54,IP Address,75.40.142.202,100,105,TRUE,5/3/2025 15:54,R_32osNnmDe1i2Sfs,,,,,34.2849,-85.2253,anonymous,EN,Chrome,136.0.0.0,Windows NT 10.0,600x1288,    Client,    Client|    Contact Center|    Pharmacy|    Provider,PCS,PCS|    ImageOne|    SIE Member Web|    TruCare,    Mixed status,    Mixed status|    Offline|    Mostly Degraded|    All Healthy,    HR,    Help Desk / Support|    Finance|    HR|    Marketing,    MHK Slowness (USG),    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Fully recovered,    Fully recovered|    Fluctuating warnings|    Increasing degradation|    Stable with no warnings,    Eligibility Firewall Timeout,    MHK Performance Lag|    PCS Synthetic Coverage|TruCare Authorization issue|    Eligibility Firewall Timeout,    Access to Care Alerts,    Troubleshooting line assignments|    Access to Care Alerts|    System grid color|    Active Managed Incidents,    Eligibility Failure,    MHK Outage|    PCS Web Failure|    Firewall Degradation|    Eligibility Failure,    ImageOne socket exceptions,TruCare Authorization issue|    ImageOne socket exceptions|    PCS Synthetic HTML error|    Firewall reboot,2,StatusQuo,FL_21,Q12|Q10|Q2|Q27|Q1|Q15|Q14|Q13|Q16|Q11|Q9
5/3/2025 15:57,5/3/2025 16:02,IP Address,73.183.40.146,100,255,TRUE,5/3/2025 16:02,R_6igjNCMGDz45Gil,,,,,40.5457,-80.0508,anonymous,EN,Edge,135.0.0.0,Windows NT 10.0,1366x768,    Contact Center,    Provider|    Contact Center|    Pharmacy|    Client,    TruCare,PCS|    ImageOne|    SIE Member Web|    TruCare,    Mixed status,    Mixed status|    Mostly Degraded|    All Healthy|    Offline,    Help Desk / Support,    HR|    Help Desk / Support|    Marketing|    Finance,    MHK Slowness (USG),    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Fluctuating warnings,    Fully recovered|    Stable with no warnings|    Fluctuating warnings|    Increasing degradation,TruCare Authorization issue,    Eligibility Firewall Timeout|    PCS Synthetic Coverage|TruCare Authorization issue|    MHK Performance Lag,    Troubleshooting line assignments,    Active Managed Incidents|    Troubleshooting line assignments|    Access to Care Alerts|    System grid color,    Eligibility Failure,    Firewall Degradation|    Eligibility Failure|    PCS Web Failure|    MHK Outage,TruCare Authorization issue,    ImageOne socket exceptions|    PCS Synthetic HTML error|    Firewall reboot|TruCare Authorization issue,2,ImprovedBoth,FL_26,Q27|Q11|Q13|Q10|Q15|Q12|Q9|Q2|Q16|Q1|Q14
5/3/2025 16:08,5/3/2025 16:11,IP Address,76.231.71.136,100,171,TRUE,5/3/2025 16:11,R_3Pk5BD1sNkwlzVv,,,,,42.2636,-88.1333,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1280x800,    Client,    Provider|    Client|    Pharmacy|    Contact Center,    TruCare,PCS|    SIE Member Web|    TruCare|    ImageOne,    All Healthy,    Mostly Degraded|    Offline|    All Healthy|    Mixed status,    Help Desk / Support,    Finance|    Help Desk / Support|    HR|    Marketing,    Eligibility Socket Error,    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Increasing degradation,    Fluctuating warnings|    Fully recovered|    Stable with no warnings|    Increasing degradation,TruCare Authorization issue,TruCare Authorization issue|    Eligibility Firewall Timeout|    PCS Synthetic Coverage|    MHK Performance Lag,    Troubleshooting line assignments,    Troubleshooting line assignments|    Access to Care Alerts|    Active Managed Incidents|    System grid color,    Firewall Degradation,    Eligibility Failure|    Firewall Degradation|    PCS Web Failure|    MHK Outage,TruCare Authorization issue,    Firewall reboot|TruCare Authorization issue|    PCS Synthetic HTML error|    ImageOne socket exceptions,2,ImprovedHierarchy,FL_22,Q14|Q16|Q1|Q2|Q27|Q13|Q12|Q10|Q15|Q9|Q11
5/3/2025 16:18,5/3/2025 16:19,IP Address,76.250.56.17,100,86,TRUE,5/3/2025 16:19,R_7r0aMJGE5iZjAdA,,,,,42.7367,-84.4758,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1536x864,    Provider,    Client|    Provider|    Pharmacy|    Contact Center,    ImageOne,    ImageOne|    SIE Member Web|PCS|    TruCare,    Mixed status,    Mixed status|    Mostly Degraded|    Offline|    All Healthy,    Finance,    Help Desk / Support|    Finance|    HR|    Marketing,    MHK Slowness (USG),    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Fully recovered,    Increasing degradation|    Fully recovered|    Fluctuating warnings|    Stable with no warnings,    PCS Synthetic Coverage,    PCS Synthetic Coverage|TruCare Authorization issue|    Eligibility Firewall Timeout|    MHK Performance Lag,    Access to Care Alerts,    Access to Care Alerts|    Troubleshooting line assignments|    Active Managed Incidents|    System grid color,    Eligibility Failure,    MHK Outage|    Eligibility Failure|    Firewall Degradation|    PCS Web Failure,    Firewall reboot,    ImageOne socket exceptions|    PCS Synthetic HTML error|    Firewall reboot|TruCare Authorization issue,2,ImprovedChartjunk,FL_25,Q27|Q10|Q12|Q15|Q11|Q1|Q13|Q9|Q14|Q16|Q2
5/3/2025 16:50,5/3/2025 16:54,IP Address,68.33.143.234,100,238,TRUE,5/3/2025 16:54,R_1IaahviqbN3Ehvf,,,,,39.6249,-75.8351,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1366x768,    Client,    Provider|    Contact Center|    Client|    Pharmacy,PCS,    SIE Member Web|    ImageOne|PCS|    TruCare,    All Healthy,    Offline|    Mostly Degraded|    All Healthy|    Mixed status,    Help Desk / Support,    Finance|    Marketing|    Help Desk / Support|    HR,    Firewall issue (USC),    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Increasing degradation,    Stable with no warnings|    Fully recovered|    Increasing degradation|    Fluctuating warnings,    Eligibility Firewall Timeout,    PCS Synthetic Coverage|    Eligibility Firewall Timeout|    MHK Performance Lag|TruCare Authorization issue,    Troubleshooting line assignments,    Troubleshooting line assignments|    System grid color|    Active Managed Incidents|    Access to Care Alerts,    Firewall Degradation,    Firewall Degradation|    MHK Outage|    PCS Web Failure|    Eligibility Failure,    Firewall reboot,    PCS Synthetic HTML error|TruCare Authorization issue|    Firewall reboot|    ImageOne socket exceptions,2,ImprovedBoth,FL_26,Q16|Q27|Q12|Q2|Q11|Q15|Q1|Q9|Q13|Q14|Q10
5/3/2025 18:32,5/3/2025 18:42,IP Address,167.253.80.67,100,563,TRUE,5/3/2025 18:42,R_1smGXU7r8KoThgZ,,,,,40.5992,-77.5768,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1440x900,    Client,    Client|    Contact Center|    Pharmacy|    Provider,    TruCare,    TruCare|    ImageOne|PCS|    SIE Member Web,    All Healthy,    Mixed status|    All Healthy|    Offline|    Mostly Degraded,    Help Desk / Support,    HR|    Finance|    Help Desk / Support|    Marketing,    Firewall issue (USC),    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Fluctuating warnings,    Stable with no warnings|    Increasing degradation|    Fully recovered|    Fluctuating warnings,TruCare Authorization issue,    MHK Performance Lag|    PCS Synthetic Coverage|TruCare Authorization issue|    Eligibility Firewall Timeout,    Access to Care Alerts,    Access to Care Alerts|    Active Managed Incidents|    Troubleshooting line assignments|    System grid color,    Firewall Degradation,    MHK Outage|    PCS Web Failure|    Eligibility Failure|    Firewall Degradation,TruCare Authorization issue,    Firewall reboot|    ImageOne socket exceptions|TruCare Authorization issue|    PCS Synthetic HTML error,2,ImprovedChartjunk,FL_25,Q10|Q16|Q9|Q27|Q14|Q1|Q13|Q11|Q2|Q12|Q15
5/3/2025 20:01,5/3/2025 20:03,IP Address,71.231.16.186,100,116,TRUE,5/3/2025 20:03,R_3JwTB6Gw0PP12gF,,,,,47.1691,-122.5065,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,    Provider,    Pharmacy|    Client|    Provider|    Contact Center,PCS,    SIE Member Web|    TruCare|    ImageOne|PCS,    Mixed status,    Mostly Degraded|    All Healthy|    Offline|    Mixed status,    Help Desk / Support,    Marketing|    Finance|    Help Desk / Support|    HR,    PCS Web Alert,    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Stable with no warnings,    Stable with no warnings|    Fully recovered|    Fluctuating warnings|    Increasing degradation,TruCare Authorization issue,TruCare Authorization issue|    PCS Synthetic Coverage|    MHK Performance Lag|    Eligibility Firewall Timeout,    Active Managed Incidents,    Troubleshooting line assignments|    System grid color|    Access to Care Alerts|    Active Managed Incidents,    PCS Web Failure,    Eligibility Failure|    Firewall Degradation|    MHK Outage|    PCS Web Failure,    Firewall reboot,    Firewall reboot|    PCS Synthetic HTML error|TruCare Authorization issue|    ImageOne socket exceptions,2,ImprovedBoth,FL_26,Q27|Q2|Q16|Q11|Q1|Q12|Q14|Q13|Q15|Q10|Q9
5/3/2025 19:18,5/3/2025 20:53,IP Address,100.15.220.75,100,5683,TRUE,5/3/2025 20:53,R_3kYsc88hgD9AgIH,,,,,38.9705,-76.8388,anonymous,EN,Chrome,134.0.0.0,Windows NT 10.0,3840x2160,    Contact Center,    Provider|    Contact Center|    Client|    Pharmacy,    TruCare,    ImageOne|    TruCare|PCS|    SIE Member Web,    All Healthy,    All Healthy|    Mostly Degraded|    Mixed status|    Offline,    Help Desk / Support,    HR|    Finance|    Help Desk / Support|    Marketing,    Firewall issue (USC),    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Fluctuating warnings,    Stable with no warnings|    Fully recovered|    Fluctuating warnings|    Increasing degradation,TruCare Authorization issue,    MHK Performance Lag|TruCare Authorization issue|    Eligibility Firewall Timeout|    PCS Synthetic Coverage,    System grid color,    Troubleshooting line assignments|    Active Managed Incidents|    System grid color|    Access to Care Alerts,    Firewall Degradation,    Eligibility Failure|    MHK Outage|    Firewall Degradation|    PCS Web Failure,TruCare Authorization issue,    ImageOne socket exceptions|TruCare Authorization issue|    Firewall reboot|    PCS Synthetic HTML error,2,StatusQuo,FL_21,Q13|Q10|Q1|Q11|Q15|Q16|Q27|Q12|Q2|Q9|Q14
5/3/2025 21:44,5/3/2025 21:48,IP Address,50.37.145.246,100,207,TRUE,5/3/2025 21:48,R_1WDw7gbPtrRbC0a,,,,,48.3789,-115.5415,anonymous,EN,Chrome,136.0.0.0,Windows NT 10.0,1280x720,    Client,    Contact Center|    Client|    Pharmacy|    Provider,    TruCare,    ImageOne|    SIE Member Web|    TruCare|PCS,    Mixed status,    All Healthy|    Offline|    Mixed status|    Mostly Degraded,    Finance,    HR|    Finance|    Marketing|    Help Desk / Support,    MHK Slowness (USG),    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Stable with no warnings,    Increasing degradation|    Fully recovered|    Stable with no warnings|    Fluctuating warnings,    Eligibility Firewall Timeout,    MHK Performance Lag|    Eligibility Firewall Timeout|TruCare Authorization issue|    PCS Synthetic Coverage,    System grid color,    Troubleshooting line assignments|    Active Managed Incidents|    Access to Care Alerts|    System grid color,    Eligibility Failure,    PCS Web Failure|    Eligibility Failure|    Firewall Degradation|    MHK Outage,    Firewall reboot,    Firewall reboot|TruCare Authorization issue|    PCS Synthetic HTML error|    ImageOne socket exceptions,2,StatusQuo,FL_21,Q10|Q15|Q2|Q12|Q13|Q27|Q14|Q1|Q11|Q16|Q9
5/3/2025 22:09,5/3/2025 22:12,IP Address,66.188.157.36,100,197,TRUE,5/3/2025 22:12,R_7DwfTur9uDqgopi,,,,,44.009,-92.3934,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1366x768,    Client,    Client|    Pharmacy|    Contact Center|    Provider,    TruCare,    ImageOne|    SIE Member Web|    TruCare|PCS,    Mixed status,    Offline|    All Healthy|    Mixed status|    Mostly Degraded,    Marketing,    Finance|    HR|    Help Desk / Support|    Marketing,    Firewall issue (USC),    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Fluctuating warnings,    Increasing degradation|    Stable with no warnings|    Fully recovered|    Fluctuating warnings,TruCare Authorization issue,    PCS Synthetic Coverage|    MHK Performance Lag|TruCare Authorization issue|    Eligibility Firewall Timeout,    System grid color,    Troubleshooting line assignments|    Access to Care Alerts|    System grid color|    Active Managed Incidents,    Firewall Degradation,    MHK Outage|    Firewall Degradation|    Eligibility Failure|    PCS Web Failure,TruCare Authorization issue,    PCS Synthetic HTML error|    ImageOne socket exceptions|    Firewall reboot|TruCare Authorization issue,2,ImprovedChartjunk,FL_25,Q11|Q13|Q16|Q10|Q15|Q12|Q9|Q1|Q14|Q27|Q2
5/4/2025 0:09,5/4/2025 0:13,IP Address,173.197.107.222,100,219,TRUE,5/4/2025 0:13,R_6P7yPUu4nbtAgTd,,,,,21.3195,-157.8525,anonymous,EN,Firefox,138,Windows NT 10.0,1920x1080,    Client,    Client|    Provider|    Contact Center|    Pharmacy,PCS,PCS|    TruCare|    SIE Member Web|    ImageOne,    Mixed status,    Mostly Degraded|    Offline|    All Healthy|    Mixed status,    Help Desk / Support,    Finance|    Marketing|    Help Desk / Support|    HR,    MHK Slowness (USG),    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Stable with no warnings,    Fluctuating warnings|    Fully recovered|    Stable with no warnings|    Increasing degradation,    MHK Performance Lag,TruCare Authorization issue|    MHK Performance Lag|    Eligibility Firewall Timeout|    PCS Synthetic Coverage,    System grid color,    Access to Care Alerts|    Active Managed Incidents|    System grid color|    Troubleshooting line assignments,    PCS Web Failure,    PCS Web Failure|    Eligibility Failure|    MHK Outage|    Firewall Degradation,TruCare Authorization issue,TruCare Authorization issue|    ImageOne socket exceptions|    PCS Synthetic HTML error|    Firewall reboot,2,ImprovedChartjunk,FL_25,Q16|Q1|Q10|Q15|Q2|Q12|Q13|Q9|Q11|Q14|Q27
5/4/2025 2:47,5/4/2025 2:49,IP Address,209.128.205.222,100,162,TRUE,5/4/2025 2:49,R_7dWMDsX9FgVoTpc,,,,,39.7343,-90.2291,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,2328x1310,    Pharmacy,    Pharmacy|    Client|    Provider|    Contact Center,PCS,    ImageOne|PCS|    TruCare|    SIE Member Web,    Mostly Degraded,    Offline|    Mostly Degraded|    All Healthy|    Mixed status,    Help Desk / Support,    HR|    Marketing|    Finance|    Help Desk / Support,    Firewall issue (USC),    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Increasing degradation,    Increasing degradation|    Fully recovered|    Stable with no warnings|    Fluctuating warnings,    Eligibility Firewall Timeout,    MHK Performance Lag|TruCare Authorization issue|    PCS Synthetic Coverage|    Eligibility Firewall Timeout,    Active Managed Incidents,    System grid color|    Troubleshooting line assignments|    Active Managed Incidents|    Access to Care Alerts,    PCS Web Failure,    Firewall Degradation|    MHK Outage|    PCS Web Failure|    Eligibility Failure,    Firewall reboot,TruCare Authorization issue|    ImageOne socket exceptions|    Firewall reboot|    PCS Synthetic HTML error,2,ImprovedBoth,FL_26,Q14|Q15|Q27|Q12|Q9|Q10|Q16|Q1|Q11|Q2|Q13
5/4/2025 5:07,5/4/2025 5:13,IP Address,67.87.28.159,100,394,TRUE,5/4/2025 5:13,R_1otXi2UQg3enw2l,,,,,40.873,-73.8233,anonymous,EN,Edge,136.0.0.0,Windows NT 10.0,1920x1080,    Contact Center,    Contact Center|    Provider|    Pharmacy|    Client,PCS,    ImageOne|    SIE Member Web|    TruCare|PCS,    Mixed status,    Mixed status|    Offline|    All Healthy|    Mostly Degraded,    Help Desk / Support,    Marketing|    HR|    Finance|    Help Desk / Support,    MHK Slowness (USG),    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Stable with no warnings,    Fluctuating warnings|    Increasing degradation|    Fully recovered|    Stable with no warnings,    PCS Synthetic Coverage,TruCare Authorization issue|    Eligibility Firewall Timeout|    PCS Synthetic Coverage|    MHK Performance Lag,    System grid color,    System grid color|    Troubleshooting line assignments|    Access to Care Alerts|    Active Managed Incidents,    Firewall Degradation,    PCS Web Failure|    Eligibility Failure|    Firewall Degradation|    MHK Outage,TruCare Authorization issue,    Firewall reboot|    ImageOne socket exceptions|TruCare Authorization issue|    PCS Synthetic HTML error,2,StatusQuo,FL_21,Q14|Q15|Q10|Q1|Q2|Q9|Q13|Q16|Q11|Q27|Q12
5/4/2025 5:49,5/4/2025 5:57,IP Address,76.35.249.18,100,486,TRUE,5/4/2025 5:57,R_7e82DIAZ02GCz0N,,,,,37.0976,-84.1151,anonymous,EN,Chrome,136.0.0.0,Macintosh,2560x1440,    Contact Center,    Provider|    Pharmacy|    Client|    Contact Center,    TruCare,    TruCare|    ImageOne|PCS|    SIE Member Web,    All Healthy,    Mixed status|    All Healthy|    Offline|    Mostly Degraded,    Help Desk / Support,    Help Desk / Support|    HR|    Marketing|    Finance,    Firewall issue (USC),    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Fluctuating warnings,    Fluctuating warnings|    Increasing degradation|    Stable with no warnings|    Fully recovered,TruCare Authorization issue,    Eligibility Firewall Timeout|    MHK Performance Lag|    PCS Synthetic Coverage|TruCare Authorization issue,    System grid color,    Access to Care Alerts|    System grid color|    Troubleshooting line assignments|    Active Managed Incidents,    Firewall Degradation,    Firewall Degradation|    PCS Web Failure|    Eligibility Failure|    MHK Outage,    Firewall reboot,TruCare Authorization issue|    PCS Synthetic HTML error|    ImageOne socket exceptions|    Firewall reboot,2,ImprovedChartjunk,FL_25,Q12|Q11|Q9|Q1|Q14|Q13|Q15|Q10|Q2|Q16|Q27
5/4/2025 6:14,5/4/2025 6:16,IP Address,75.143.65.108,100,154,TRUE,5/4/2025 6:16,R_7F3QyAo3Uo8vtQU,,,,,32.5797,-85.3134,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1680x1050,    Contact Center,    Client|    Provider|    Contact Center|    Pharmacy,PCS,    SIE Member Web|    TruCare|PCS|    ImageOne,    Offline,    Offline|    Mixed status|    Mostly Degraded|    All Healthy,    Help Desk / Support,    HR|    Finance|    Help Desk / Support|    Marketing,    MHK Slowness (USG),    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Increasing degradation,    Fluctuating warnings|    Increasing degradation|    Fully recovered|    Stable with no warnings,    PCS Synthetic Coverage,    PCS Synthetic Coverage|    Eligibility Firewall Timeout|TruCare Authorization issue|    MHK Performance Lag,    Access to Care Alerts,    Access to Care Alerts|    Active Managed Incidents|    System grid color|    Troubleshooting line assignments,    PCS Web Failure,    Firewall Degradation|    Eligibility Failure|    PCS Web Failure|    MHK Outage,    ImageOne socket exceptions,    Firewall reboot|    ImageOne socket exceptions|TruCare Authorization issue|    PCS Synthetic HTML error,2,StatusQuo,FL_21,Q11|Q10|Q16|Q14|Q27|Q15|Q12|Q13|Q9|Q1|Q2
5/4/2025 6:22,5/4/2025 6:26,IP Address,68.98.140.127,100,224,TRUE,5/4/2025 6:26,R_3ZhF7xi6xPojCdb,,,,,38.8463,-77.4667,anonymous,EN,Firefox,137,Windows NT 10.0,1920x1080,    Client,    Pharmacy|    Contact Center|    Client|    Provider,    TruCare,    ImageOne|    TruCare|PCS|    SIE Member Web,    Mixed status,    Mixed status|    Mostly Degraded|    Offline|    All Healthy,    Help Desk / Support,    Finance|    Help Desk / Support|    HR|    Marketing,    Firewall issue (USC),    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Increasing degradation,    Stable with no warnings|    Increasing degradation|    Fluctuating warnings|    Fully recovered,    Eligibility Firewall Timeout,    MHK Performance Lag|    Eligibility Firewall Timeout|TruCare Authorization issue|    PCS Synthetic Coverage,    Access to Care Alerts,    Access to Care Alerts|    Active Managed Incidents|    System grid color|    Troubleshooting line assignments,    PCS Web Failure,    MHK Outage|    PCS Web Failure|    Firewall Degradation|    Eligibility Failure,TruCare Authorization issue,    Firewall reboot|    ImageOne socket exceptions|    PCS Synthetic HTML error|TruCare Authorization issue,2,ImprovedBoth,FL_26,Q10|Q15|Q1|Q16|Q27|Q12|Q11|Q13|Q14|Q2|Q9
